text,label
"If you take a consistent position against war crimes - whether committed by Israel or Russia - be prepared to be spoken to like this.  After the show, Camilla Tominey said she “had fun”. It seems like this is just a game for some members of the commentariat.",1
"Trump said he'd negotiate peace between Russia and Ukraine. ""I will have it solved within one day, a peace between them."" It's been 62 days, and Traitor Trump's negotiation has only resulted in a surge of Russian assaults on Ukraine. #TrumpIsUnfitForOffice #DemsUnited #wtpBLUE",0
"Starting in the evening, Russia attacked regions of Ukraine with over two hundred strike drones and decoy drones. Guided aerial bombs were also used. Odesa, Zaporizhzhia, Sumy, Kyiv, Khmelnytskyi, and Chernihiv regions came under fire.  As a result of the massive strikes by the occupiers on the Odesa region, fires broke out in a shopping mall and several stores, and a residential building was damaged. Three children were injured. In Zaporizhzhia, six people were injured by Russian aerial bombs, including a 4-year-old child. Ordinary houses and vehicles were damaged. In these and all other affected regions, assistance is being provided to the victims. Emergency services are on the scene and working.  It is joint pressure on Russia, along with tougher sanctions and stronger defense support for our country, that paves the way to ending this kind of terror and Russia’s prolongation of the war. We expect real pressure on Russia from the United States, Europe, and all our partners. This is what will enable diplomacy to work.  I thank all our partners who understand this and continue to help Ukraine, every man and woman in our Defense Forces for their constant protection of our people, and everyone who defends and saves Ukrainians from terror.",2
And now our politicians want to send troops to Ukraine over a historical baggage conflict 🤦.The Ukraine-Russia war stinks; we should stay out of it! - 68% speak Russian fluently; 30% native language. - 1654 to 1917: Part of Russia. - 1917 to 1991: Part of the USSR,1
"The NZ govt has not specifically condemned any of Israel's atrocities, and we still refuse to recognise Palestine. The only substantial action we've taken in this conflict has been to help the US, Israel's accomplice in the genocide, bomb Yemen.",1
"The attack and unlawful detention of Oscar-winning Palestinian filmmaker Hamdan Ballal by Israeli forces is gravely concerning.  The British government, along with all others, must demand his immediate release and an end to the illegal occupation of the West Bank of Palestine.",1
U.S. Special Envoy Steve Witkoff sparked controversy after saying that people in partially or fully occupied Ukrainian regions want to be part of Russia.  We asked residents of Kyiv what they think about these statements.  Watch here: https://www.youtube.com/watch?v=0KN0DjRQjvw,0
"US envoy Witkoff optimistic on Ukraine talks, says Putin wants peace https://www.reuters.com/world/us-envoy-witkoff-optimistic-ukraine-talks-says-putin-wants-peace-2025-03-23/",0
"BREAKING: Russia launched a missile attack on the Ukrainian city of Sumy, injuring nearly 80 people, many of them children.  Putin is escalating his attacks on Ukraine as the Trump administration continues to give in to all his demands in Ukraine.",0
"#Trump’s decision to engage in #peace talks contradicts Ukraine’s position, with Zelensky rejecting any deal that excludes #Kyiv. Meanwhile, #Moscow sees the negotiations as a potential “second #Yalta conference,” welcoming US involvement: @sidrajoli https://or-f.org/33025",0
Ukraine Russia Peace Talks & Furthering Ukraine Losses  w/Steve Jermy https://youtu.be/Xl2RKRlRLbI?si=1O9oYlMqFky5aXmt via @YouTube,1
"Metro (England): ""PUTIN'S BRUTAL PEACE OFFERING"" @LukeAlsford for @MetroUK. Russia has bombed homes and a hospital in Ukraine, injuring 74 people including 14 children on the same day talks on a peace deal took place. #Metro #IBPAPERS #TomorrowsPapersToday",0
"Perhaps the miserable ‘peace talks’ allow strikes on civilian infrastructure. russians launched a missile strike on the centre of the city of Sumy, damaging several apartment buildings and a school. As of now, there is information about 65 injured people, including 14 children. Video source: Ukrainska Pravda",2
"Ukrainian delegation was in Saudi Arabia for supposed peace talks today. They were dressed in all green signaling they want to perpetuate war. Previously, they wore suits. Deputy head of Zelensky’s office Palisa said the Ukrainian delegation would not meet with Russians in SA.",2
The Trump admin making their war plans,1
"And the tiny dancer, leader of Ukraine has stopped any progress for peace talks!",2
President Zelensky tells Russia to drop unnecessary demands ahead of peace talks in Saudi Arabia next Monday. We Stand With Zelensky Drop 🇺🇦,2
"❗️ Russia managed to influence some people in Trump's team, - Zelenskyy in an interview for Time He noted that American officials began to take dictator Vladimir Putin at his word, even when their own intelligence contradicted the words of the head of the Kremlin. 💬I believe that Russia managed to influence some people in the White House team with the help of information. Their signal to the Americans was that the Ukrainians do not want to end the war, and something must be done to force them, - the Ukrainian president said.",2
American and Russian delegations are currently in a meeting right now in Saudi Arabia expanding discussions on peace talks in Ukraine.,1
Real storm will start if the peace talks fail.,1
"putin knows Ukraine won't accept it, so he will have the pretext to continue the war.",0
"They Are Deliberately Targeting Journalists The airstrikes that may come next could be aimed at us simply because we are trying to convey our message and show the world what is happening to us. The occupation fears the truth, and for that reason, it seeks to silence those who expose its crimes. Our message to the world: *Please share our voices so that you can witness what is happening to us.* The Israeli occupation will stop at nothing—it will kill anyone who dares to speak the truth about our reality. But we refuse to be silenced. As long as we have breath, we will continue to document, to write, to film, and to resist. This is not just our fight; it is a fight for truth, for justice, for humanity. Stand with us. Hear us. Share our voices.",1
Putin doesn‘t need to take all of Europe and he won‘t have the defence capabilities for such goal. He only needs to subjugate Ukraine and continue the full-spectrum of non-kinetic warfare on Europe until it destroys its security order and downgrade it to a geopolitical backyard.,0
"En enero de 2022 la población en los territorios ocupados era de 6,37 millones. En 2024 esa cantidad se redujo a 3,47 millones. Y pronto quedaran menos porque el 10 de septiembre por orden de Putin se van a deportar a aquellos que no aceptan tener documentos rusos",0
"Nearly 150 Russian drones descended on Ukraine early Sunday, rattling Kyiv awake just after midnight to the boom of explosions, which killed three people and injured 10 — deepening tensions ahead of ceasefire talks continuing this week in Saudi Arabia. https://wapo.st/4hSODoJ",2
"🔊 | @danielhoffmanDC gave @JrzyJoePiscopo details on the Russian air attack on Kyiv, US attorney in charge of cases involving CIA leaks and Russian fraud found dead  Full Interview: https://omny.fm/shows/the-joe-piscopo-show/daniel-hoffman-17",0
"Russia and the US hold talks in the Saudi Arabia's Riyadh as they aim to make progress towards peace in Ukraine, a day after US-Ukraine talks aje.io/izmp7q",1
"Russia launched a missile strike on Sumy, injuring 88 civilians, including 17 children, despite ongoing peace talks in Saudi Arabia  The attack occurred during discussions between Russia and the US aimed at de-escalating the war https://euromaidanpress.com/2025/03/24/russia-strikes-sumy-school-and-residents-buildings-injuring-88-civilains-including-17-children-despite-saudi-arabia-peace-talks/?swcfpc=1",2
"🇪🇺 EU slams Russia’s staged referendums, reaffirming support for Ukraine’s sovereignty.   The EU stresses that peace talks must be Ukraine-led. https://united24media.com/latest-news/eu-condemns-russias-sham-referendums-after-steve-witkoffs-controversial-remarks-7014",2
"It's like watching Russian propaganda TV about Ukraine, at the beginning of the invasion, with claims that the Ukrainians wanted to be invaded out of friendship.",2
"A possible black swan event is an intensified war in Ukraine and no peace deal along with the EU getting deeply involved in a war with Russia.  This could be a plus for the US if it STAYS OUT of the conflict, Ed Dowd says.   https://rumble.com/v6r0lgi-doge-reveals-mind-shocking-fraud-propping-up-economy-ed-dowd.html",1
Steve Witkoff isn’t dangerous because he talks to Russia. He’s dangerous because he talks about peace. And peace is the one thing Zelensky fears more than missiles  because real peace would collapse his entire regime overnight.  No more emergency powers. No more martial law. No more canceled elections. No more Western billions funneled through a “war effort.”  Steve is succeeding because he’s not playing the circus game. He’s doing what diplomats haven’t done in 40 years: telling the truth out loud.,0
"Soldiers invaded the ambulance he called, and took him so he was kidnapped by israeli occupation soldiers",2
"Trump’s envoy Witkoff is what the Russians call a ‘useful idiot’, ignorantly parroting Putin’s line on Ukraine. He appears unaware all regions, even Crimea, voted for Ukrainian independence in 1991 and that the USG pledged to protect Kyiv’s sovereignty in the 1994 Budapest Memo.",0
"FpÖ - Vilimsky will nicht, dass die EU ihre Sanktionen gegen Russland kontrolliert. Klar, putin will die Sanktionen auch nicht, da hilft Vilimsky gerne, mit oder ohne Unterstützung der bulgarisch-russischen Spione?",0
"Yeah you guys haven’t really been following the invisible conflict at all, have you? Both sides have shady tactics to play it to their advantage. Look closer, you’ll be surprised",1
"#Breaking: The Foreign Ministry expresses Saudi Arabia’s🇸🇦 condemnation of the Israeli occupation authorities’ announcement on the establishment of an agency that aims to displace Palestinians from the #Gaza Strip, as well as the approval of the separation of 13 illegal settlement neighborhoods in the West Bank in preparation for legitimizing them as colonial settlements. The Kingdom reiterates its firm rejection of Israel’s continuous violations of international law and international humanitarian law.",2
"NEW: Members of the Trump administration coordinated highly sensitive Yemen war plans on an unsecure group chat, which accidentally included Jeffrey Goldberg, the editor-in-chief of The Atlantic, Goldberg wrote in a report for the publication Monday. https://abcnews.link/MiDp0gn",1
Russia accused of hollow peace talks  https://www.bbc.com/news/articles/cm2n7jzxy72o,0
#Russia accused of 'hollow' #Peace  talks as strike injures dozens https://www.mycomfor.com/Artikel/Russia-accused-of-hollow-peace-talks-as-strike-injures-dozens_227263,0
"Shocking security breach, no doubt, but has the media anything to say about the WAR CRIMES they were discussing, & carried out, punishing the people of 🇾🇪 for doing what ALL governments should be doing - acting to stop 🇵🇸 genocide. This is pathetic!   rte.ie/news/world/2025/0324/…",1
🚨Update: Peace Talks Continues! Delegations of Russia and the United States will start negotiations on the settlement of the Ukrainian War in Riyadh today!!,0
Officials Accused Of War Crimes During #Tigray Conflict. #Ethiopian & #Eritrean are guilty of #TigrayGenocide @UN @_AfricanUnion @AUC_PAPS @USEmbassyAddis @USUN @UNOSAPG @UNGeneva @EUatUN @UNOCHA @eu_eeas @EthioHRC @POTUS @VP @BradSherman @DavidAltonHL @selu___21,1
Ukraine accuses Moscow of ‘hollow statements about peace’ after latest attack https://ift.tt/SnJ0Yci Ukrainian officials say 88 injured in missile strike as US and Russian officials start talks on ceasefire deal Ukraine has accused Moscow of making “h… https://ift.tt/8IeFGAq,2
The U.S. obsession and hatred for #Russia and Boris Johnson’s trip to #Ukraine in April 2022 (ordered by Joe Biden) to halt the peace talks.,0
US started it and won't let it end. Biden said no peace talks. Nuland can go eat the cookies she offered to them. The children of Donetsk were not a danger to kiev. NATO a bunch of sneaky liars.,0
"Ten years ago Kyiv and Moscow first negotiated a ceasefire to end fighting in Ukraine’s east, in a series of deals known as the Minsk Agreements. The deals, quickly violated by Russian-backed militants, categorically failed to bring lasting peace. https://kyivindependent.com/what-were-the-minsk-agreements-and-why-did-they-fail-to-bring-peace-in-ukraine/",2
"Issues being discussed in Ukraine, Russia peace talks",1
Another excellent Ukraine history lesson from Anastasia. The Russian invasion was intended to ERASE Ukrainian culture and identity. It’s really important to understand the genocide that Stalin perpetrated on the Ukrainian people to understand just what they are fighting for. They are not going back. 🎥 TikTok - https://vm.tiktok.com/ZNdRSqnK4/,2
"Tomorrow's Papers Today 📰 PUTIN'S BRUTAL PEACE OFFERING 🔴 As talks start, Russia bombs hospital #tomorrowspaperstoday",0
Russia accused of 'hollow' peace talks after Sumy strike wounds dozens,0
"Steve Witkoff's March 21 interview with Tucker Carlson highlighted progress in Russia-Ukraine peace talks, including a 30-day ceasefire and energy protection. However, Russia's missile strike on Sumy on March 24, injuring 74 including 13 children, contradicts this optimism. The attack, coinciding with planned talks in Jeddah, suggests a gap between diplomacy and ongoing violence, casting doubt on Russia's commitment to peace.",0
"So by tracking to the root cause, it looks like to me an Albanian group ignited the conflict to give NATO a reason to invade Serbia. Can you tell who was behind the KLA’s action?",0
Pues si Putin permite que los EU se establezcan con sus intereses en Ucrania o la OTAN que son sus péleles títeres pues mal augurio para Rusia el convicto Presidente es un demente senil pero peligroso por ser mangoneado por el Sionismo Genocida y la oligarquía Imperialista.,0
"🚨 Putin’s Realpolitik and Supportive Message to Syrias Transitionary President, Ahmed Al-Sharaa, Exposes the Hypocrisy of “Anti-Imperialists”",0
A Red Cross building in western Rafah after it was bombed by occupation forces.,1
"Wenn wir mit Putin nicht verhandeln sollen, dann ziehen Sie sich schonmal Ihre Springerstiefel an und ab zur Front. Die Ukraine braucht dringend Soldaten.",2
Russia accused of 'hollow' peace talks as strike injures dozens https://www.bbc.com/news/articles/cm2n7jzxy72o,0
This is a U.S. proxy war. The ‘mediator’ is actually the main part in this conflict. They will never admit defeat. Even the U.S. has made it clear-that  EU must step up and continue the project. They’re not looking for peace; they just want time to rearm and keep the war going.,0
"Never in history has there been a systematic targeting of both children & journalists at this level. We're witnessing an atrocity of historic proportions, & our media & politicians still pretend like this is just another 'conflict' -- & worse, cheer for the genocide to continue.",1
"Blijf vooral de MH17 nabestaanden schofferen, zoals een échte christen betaamd.   Blijf vooral lekker achter Putin staan, 'CHRISTEN'",0
"They are on the ropes.  Of course they do.  Come to a negotiated settlement of the conflict and the firing will cease.  Otherwise, if they will not go step by step and reach final agreement, there will be no Ukraine left.",2
Budak 5 tahun antara terbunuh dalam serang dron Rusia di Kyiv https://www.buletintv3.my/dunia/budak-5-tahun-antara-terbunuh-dalam-serang-dron-rusia-di-kyiv/,0
"From a friend in Ukraine: “Two days ago, another family of Evangelical Christians was killed in a drone strike in Kyiv. Only the mother survived, as her husband and child were killed. This incident occurred on the church premises.” Despite hopes for a cease-fire, Putin‘s war on evangelical Christians in Ukraine continues. Let’s pray for this war to end.",2
If they thought climate change was real they wouldn't be supporting War Joe Biden did not talk to Vladimir Putin one time before or during his self created conflict,1
Because he published the texts and has the classified war plan. 🤣,1
The Grayzone's Max Blumenthal and Aaron Mate on a surprisingly candid revelation by former British PM Boris Johnson about the shattering of 2019 peace talks between #Ukraine and #Russia https://youtu.be/qDmGs1BM8gM?si=ZsKbTlPZoQfBQSbq,2
Why don't the media report Israeli war crimes in Gaza?,1
"Hakeem Jeffries blasts 'unqualified,' 'irresponsible' Trump admin after war plans leak",1
Zelensky talks about the terrorism practiced by Putin and Russia in last days. Zelensky also spoke about peace talks and meetings with the US team.,2
Massive Russian drone attack kills 7 in Ukraine ahead of US peace talks https://trib.al/elD5rEP,0
"A number of children were injured after the occupation bombed a house in the Shuja'iyya neighborhood, east of Gaza City. إصابات الرضع تصل إلى مستشفى الممداني جراء استهداف منزل في حي الشجاعية بمدينة غزة",1
"🚨🇵🇸 BREAKING: ISRAEL DESTROYED GAZA CEASEFIRE & SABOTAGED TRUMP-HAMAS TALKS On today's episode of Legitimate Targets, Jackson Hinkle speaks with Daoud Kuttab (@daoudkuttab) about why the GAZA CEASEFIRE COLLAPSED, Yemen's heroic RED SEA BLOCKADE & more.",1
"And why is MBS, that tireless campaigner for peace, justice, human rights and democracy, being allowed to host the US - Russia - Ukraine talks? There is undoubtedly some utterly rotten deal under-pinning this axis of murderous, bone-saw bastards.",0
leaders of the free world too open war gc add journalists by mistake. which matter sef be this,1
"Your leaders are conducting the invasion. They are seditionists at best, traitors at worst. Your country is screwed unless you do something drastic and soon.",1
"I write this from Kyiv, after yet another night of Russian drone attacks. Russia is targeting the most important infrastructure: human. Is @SteveWitkoff, the US envoy to Russia and the Middle East, aware of Russia's daily, brutal drone attacks upon sleeping civilians in the European cities of Ukraine?",2
"Ukraine went into the war thinking that it would get Crimea and EU/NATO memberships. Instead, it lost even more land and millions of people, got its economy wrecked, and now the US is taking over rare earth minerals, power plants etc. Worst deal of the century!",2
"The U.S. and Russia have begun new peace talks in Saudi Arabia, aiming for a partial ceasefire in Ukraine. However, both sides remain at odds over the negotiations, highlighting the complexities ahead. #UkrainePeace NBC News - World News",1
WTF if this is true let Putin have Ukraine,0
The United States and Russia have finalized discussions aimed at establishing a ceasefire in the Black Sea region amidst ongoing tensions between Kyiv and Moscow. These talks highlight the continued diplomatic efforts to address the conflict and stabilize the area. https://otdnews.com/us-and-russia-conclude-ceasefire-talks-for-black-sea/,1
"Many of these refugees are fleeing conflict, persecution, and violence in their home countries @Refugees Please support these individuals who escaped the #TigrayGenocide; seeking safety. #Jusstice4TigrayGenocide @Eastleighvoice @NRC_Egeland @UNHumanRights @Letina48761459",1
Russia accused of 'hollow' peace talks as strike injures dozens - BBC News https://apple.news/AyCYRaBSLR56n9_5H2iArrw,2
"Of course thats why they tried to conquer Kyiv, the Hostomel airport and launched and army from the north that was brilliantly destroy by UKR... Any more Bullshit?",2
"The bombing in Qaizan Al-Najjar, east of Khan Yunis, reflects the ongoing Israeli-Hamas conflict, with recent reports of 30 deaths in the region on March 23, 2025.",1
"Russian Forces Launch Missile Strike on Sumy, Injuring 28  Russian occupation forces have carried out a missile strike on the city of Sumy, causing significant damage to several apartment buildings and a school.  According to the Sumy Regional Military Administration, Volodymyr Artyukh, and acting mayor Artem Kobzar, at least 28 people have been injured as a result of the attack. Emergency services are working at the scene to assess the full extent of the destruction and provide assistance to those affected.  Local authorities have condemned the strike as yet another deliberate attack on civilian infrastructure, emphasizing the ongoing threat posed by Russian aggression to Ukrainian cities and residents.",2
"❗️Trump increasingly irritated by inability to quickly end Russia's war against Ukraine — The Telegraph  The article notes that while the White House wants to achieve peace by April 20, the Kremlin is in no hurry and is only imitating a desire for a ceasefire.  Trump is allegedly increasingly angry about the continued rocket attacks and drone attacks, which are taking place despite promises from both sides for a 'mini-truce', sources close to the US president claim.",2
"Don’t you disrespect the heroes that lost their lives in those wars, those men and women fought hard against that regime and held them back for years. You didn’t suffer the bombings every night, or the occupation that Europeans suffered. You’re a disgrace.",2
"Ukraine doesn't exist as a country, it was a soviet mistake. Lenin's frankenstein.  Russia under Putin will correct this mistake.",0
"Ethiopian, Eritrean officials accused of war crimes during Tigray conflict https://www.dailymail.co.uk/wires/afp/article-14530637/Ethiopian-Eritrean-officials-accused-war-crimes-Tigray-conflict.html",1
